type,pos,headword,freq,range
pessoabye,,,2,1
pessoadepois,,,4,1
pessoae,,,6,1
pessoaela,,,2,1
pessoaendureci,,,2,1
pessoaeu,,,12,1
pessoais,,,2,1
pessoal,,,202,1
pessoalai,,,2,1
pessoalmente,,,14,1
pessoalmentenão,,,2,1
pessoalolha,,,2,1
pessoamas,,,2,1
pessoanão,,,4,1
pessoao,,,2,1
pessoaos,,,2,1
pessoaparece,,,2,1
pessoaque,,,2,1
pessoarrefrão,,,2,1
pessoas,,,452,1
pessoasagora,,,2,1
pessoase,,,6,1
pessoasenti,,,2,1
pessoaseu,,,2,1
pessoasé,,,2,1
pessoasó,,,2,1
pessoaé,,,12,1
pessoá,,,26,1
pessualoóóia,,,2,1
pestana,,,6,1
pestanaa,,,2,1
pestanas,,,2,1
pestanejam,,,2,1
pestanejar,,,8,1
peste,,,364,1
pestee,,,2,1
pesteeu,,,6,1
pestesou,,,4,1
pestilento,,,2,1
pestinha,,,4,1
petala,,,2,1
petalas,,,2,1
petear,,,2,1
peteca,,,46,1
peteleco,,,6,1
peter,,,12,1
peterpan,,,2,1
petida,,,6,1
petisco,,,4,1
petisqueiro,,,2,1
petit,,,10,1
petize,,,2,1
petiçaquem,,,2,1
petiço,,,4,1
petiçoeu,,,2,1
petição,,,2,1
peto,,,2,1
petrobras,,,2,1
petrobrás,,,2,1
petrobrásagora,,,2,1
petroleiros,,,2,1
petrolina,,,204,1
petrolinaah,,,2,1
petrolinado,,,6,1
petrolinaeu,,,4,1
petrolinajuazeiro,,,2,1
petrolinano,,,6,1
petrolinasaudade,,,2,1
petrolinasaudades,,,2,1
petrolinaàs,,,2,1
petrolinaé,,,2,1
petrucio,,,2,1
petróleo,,,52,1
petrúcio,,,10,1
petálas,,,10,1
peu,,,16,1
peugeot,,,6,1
peur,,,2,1
peux,,,10,1
pewrdendo,,,2,1
pexeira,,,6,1
pexera,,,6,1
pez,,,2,1
pezada,,,4,1
pezar,,,6,1
pezares,,,2,1
pezim,,,2,1
pezin,,,12,1
pezinho,,,74,1
pezinhos,,,8,1
pezão,,,28,1
peão,,,516,1
peãoai,,,2,1
peãocontar,,,2,1
peãoderruba,,,2,1
peãopiri,,,2,1
peãosegura,,,2,1
peãoseus,,,8,1
peça,,,366,1
peças,,,40,1
peço,,,2218,1
peçovocê,,,2,1
peô,,,6,1
peõescavalos,,,2,1
pfaender,,,2,1
pfiu,,,16,1
pgo,,,2,1
pgui,,,2,1
phd,,,2,1
philco,,,2,1
phone,,,4,1
php,,,2,1
pi,,,626,1
pia,,,48,1
piaba,,,36,1
piada,,,98,1
piadanosso,,,2,1
piadas,,,14,1
piadinha,,,10,1
piado,,,10,1
pialeia,,,2,1
pialo,,,4,1
piancó,,,26,1
piancómacaxeira,,,2,1
piancósanfoneiro,,,2,1
piancótaqui,,,2,1
piando,,,6,1
pianinho,,,82,1
pianista,,,2,1
piano,,,48,1
pianojulieta,,,8,1
pianoo,,,2,1
piao,,,2,1
piar,,,4,1
piatã,,,2,1
piau,,,20,1
piauiense,,,6,1
piauí,,,184,1
piauía,,,2,1
piauíacordo,,,2,1
piauíem,,,2,1
piauíeu,,,4,1
piauíme,,,2,1
piauímoro,,,2,1
piauímulheres,,,4,1
piauío,,,2,1
piauíquando,,,2,1
piauírepeti,,,2,1
piauírodei,,,2,1
piaxão,,,2,1
piazinho,,,4,1
piazito,,,2,1
piaúi,,,2,1
pibi,,,24,1
pic,,,16,1
pica,,,234,1
picada,,,78,1
picadaeu,,,4,1
picadas,,,6,1
picadeiro,,,22,1
picadero,,,2,1
picadia,,,2,1
picadinho,,,4,1
picado,,,6,1
picadura,,,46,1
picaduraai,,,4,1
picaduracom,,,2,1
picaeu,,,2,1
picameu,,,2,1
picando,,,2,1
picanha,,,20,1
picanhaela,,,2,1
picapau,,,10,1
picape,,,8,1
picar,,,30,1
picardia,,,6,1
picareta,,,16,1
picaretaminha,,,2,1
picaretando,,,2,1
picarete,,,2,1
picaretice,,,2,1
picarhoje,,,2,1
picarnão,,,2,1
picasso,,,26,1
picato,,,2,1
picava,,,10,1
picaço,,,2,1
piche,,,2,1
pichicló,,,12,1
pichititinha,,,4,1
picica,,,2,1
picilone,,,2,1
picina,,,2,1
picininha,,,2,1
pick,,,16,1
picka,,,4,1
pickup,,,4,1
picnic,,,10,1
picnicai,,,2,1
picnicfui,,,2,1
picnicpreparei,,,2,1
pico,,,26,1
picoco,,,2,1
picolino,,,10,1
picolé,,,110,1
picolébota,,,4,1
picolévocê,,,4,1
picoléé,,,2,1
picou,,,8,1
picuinha,,,2,1
picuinhas,,,4,1
picula,,,2,1
picumã,,,2,1
picá,,,2,1
picão,,,8,1
pida,,,4,1
pidimo,,,6,1
pidio,,,6,1
pidir,,,6,1
pidom,,,2,1
pidão,,,2,1
pieces,,,6,1
pieda,,,2,1
piedade,,,108,1
piedadeaonde,,,2,1
piedadeonde,,,2,1
piedades,,,2,1
piedadesim,,,4,1
piedadeô,,,2,1
piega,,,2,1
piel,,,2,1
pienso,,,2,1
piercing,,,42,1
pierda,,,2,1
pierdes,,,2,1
pierdo,,,8,1
pierrot,,,4,1
pierrô,,,2,1
pierrôs,,,2,1
pieto,,,2,1
pif,,,2,1
pifado,,,2,1
pifar,,,2,1
pife,,,22,1
pifeiro,,,4,1
pifo,,,4,1
pifou,,,2,1
pifâno,,,2,1
pifão,,,2,1
pifó,,,2,1
pigando,,,2,1
pigarro,,,6,1
pigmeu,,,2,1
piguá,,,2,1
piiiiiiiiiiiii,,,2,1
piiiiiiiiiiiiia,,,2,1
pijama,,,16,1
pijamas,,,2,1
pijom,,,4,1
pikap,,,4,1
pikeno,,,2,1
pil,,,4,1
pila,,,2,1
pilada,,,2,1
pilanbus,,,2,1
pilando,,,4,1
pilantra,,,42,1
pilantradisseram,,,4,1
pilao,,,4,1
pilar,,,22,1
pilarlá,,,2,1
pilas,,,2,1
pilatos,,,6,1
pilatosmágico,,,2,1
pilcha,,,4,1
pilchadito,,,4,1
pilchado,,,4,1
pilchas,,,2,1
pileque,,,16,1
pilera,,,4,1
pilha,,,50,1
pilhas,,,18,1
pilotado,,,4,1
pilotando,,,8,1
pilotar,,,8,1
pilotarvai,,,4,1
piloto,,,36,1
pilotocaprichoso,,,2,1
pilototu,,,2,1
pilula,,,6,1
pilão,,,210,1
pilãoa,,,2,1
pilãoai,,,2,1
pilãoe,,,2,1
pilãoeu,,,2,1
pilãopassei,,,4,1
pilãopeguei,,,2,1
pilãoprenderam,,,2,1
pilãoé,,,2,1
pim,,,40,1
pima,,,2,1
pimba,,,92,1
pimbaelas,,,2,1
pimbava,,,2,1
pimbo,,,2,1
pimboiô,,,2,1
pimenta,,,220,1
pimentaessa,,,2,1
pimenteira,,,2,1
pimentão,,,42,1
pimentãopimentão,,,2,1
pimentãovou,,,4,1
pimientahoje,,,2,1
pimpolho,,,6,1
pimpão,,,4,1
pimquero,,,2,1
pina,,,4,1
pinae,,,2,1
pinando,,,4,1
pincel,,,28,1
pincela,,,4,1
pinceldona,,,2,1
pincele,,,2,1
pincelme,,,2,1
pincelsua,,,2,1
pindaíba,,,24,1
pindeleco,,,2,1
pindoba,,,2,1
pindorama,,,2,1
pinduca,,,2,1
pindura,,,2,1
pindurão,,,8,1
pindurãonamorei,,,2,1
pinei,,,4,1
pinel,,,8,1
ping,,,52,1
pinga,,,382,1
pingaaí,,,2,1
pingado,,,8,1
pingando,,,80,1
pingar,,,40,1
pingarmas,,,2,1
pingas,,,6,1
pingase,,,2,1
pingava,,,4,1
pingaça,,,2,1
pingaço,,,2,1
pingelo,,,2,1
pingente,,,16,1
pingentes,,,4,1
pingo,,,226,1
pingolim,,,16,1
pingos,,,70,1
pingou,,,2,1
pingoé,,,2,1
pingpong,,,2,1
pinguela,,,14,1
pinguelo,,,2,1
pinguim,,,24,1
pinguin,,,4,1
pinguinho,,,8,1
pinguço,,,16,1
pingá,,,4,1
pingão,,,12,1
pingãoe,,,2,1
pingüim,,,12,1
pinha,,,12,1
pinheirense,,,2,1
pinheiro,,,30,1
pinho,,,16,1
pinhão,,,20,1
pinhãoé,,,6,1
pinica,,,8,1
pinicadinho,,,4,1
pinicado,,,26,1
pinicadoo,,,2,1
pinicando,,,10,1
pinicapau,,,4,1
pinicapaupassarinho,,,2,1
pinicar,,,4,1
pinico,,,28,1
pinicodeixou,,,2,1
pinicoquero,,,2,1
pinimba,,,28,1
piniquei,,,4,1
piniqueira,,,2,1
pino,,,36,1
pinochet,,,2,1
pinotar,,,8,1
pinotaruma,,,2,1
pinote,,,66,1
pinoteada,,,2,1
pinoteei,,,2,1
pinotes,,,10,1
pinotesme,,,2,1
pinotevamos,,,2,1
pinsing,,,4,1
pinta,,,286,1
pintada,,,130,1
pintadamas,,,2,1
pintadas,,,6,1
pintadinha,,,4,1
pintadinho,,,2,1
pintado,,,80,1
pintados,,,6,1
pintadosdepois,,,2,1
pintamos,,,2,1
pintanatalense,,,2,1
pintando,,,42,1
pintar,,,134,1
pintas,,,2,1
pintava,,,6,1
pinte,,,50,1
pintei,,,76,1
pinteieu,,,2,1
pintin,,,4,1
pintinho,,,58,1
pintinhos,,,2,1
pinto,,,214,1
pintoeu,,,2,1
pintor,,,28,1
pintoresse,,,2,1
pintoso,,,4,1
pintou,,,168,1
pintoue,,,2,1
pintoumisturando,,,2,1
pintouo,,,4,1
pintura,,,32,1
pintãocancro,,,2,1
pináculo,,,2,1
pinéu,,,4,1
pinóia,,,2,1
pinóquio,,,2,1
pio,,,14,1
piojota,,,2,1
piolho,,,10,1
piolhocadê,,,4,1
pionada,,,2,1
pioneira,,,4,1
pioneiro,,,24,1
pioneiros,,,6,1
pionga,,,2,1
pioque,,,2,1
pior,,,1016,1
piora,,,12,1
pioracordar,,,2,1
piorafinal,,,2,1
piorai,,,4,1
piorando,,,4,1
piorar,,,64,1
piorarfomos,,,2,1
piorarzé,,,2,1
pioraré,,,2,1
piorcho,,,2,1
piore,,,2,1
piorei,,,2,1
piores,,,4,1
pioreu,,,6,1
piorfaz,,,2,1
piorjá,,,2,1
pioro,,,4,1
piorou,,,8,1
pioroucoração,,,4,1
piorporque,,,2,1
piorpra,,,2,1
piorquando,,,2,1
piorseu,,,2,1
piorvocê,,,6,1
piorvá,,,2,1
piou,,,16,1
pipa,,,154,1
pipadinho,,,4,1
pipapra,,,2,1
pipase,,,2,1
pipi,,,30,1
pipimeu,,,2,1
pipipense,,,2,1
pipira,,,32,1
pipiri,,,104,1
pipizinho,,,4,1
pipoca,,,176,1
pipocaa,,,2,1
pipocaahh,,,2,1
pipocacomo,,,2,1
pipocado,,,58,1
pipocadochegou,,,4,1
pipocadoeu,,,4,1
pipocadoé,,,4,1
pipocando,,,4,1
pipocapegando,,,2,1
pipocaploc,,,18,1
pipocar,,,18,1
pipocare,,,2,1
pipocaro,,,4,1
pipocas,,,4,1
pipocati,,,2,1
pipocava,,,2,1
pipoco,,,40,1
pipocoquando,,,2,1
pipocou,,,6,1
pipocoubombou,,,10,1
pipocounão,,,2,1
pipoquinha,,,14,1
piquará,,,2,1
pique,,,84,1
piquena,,,2,1
piquenique,,,6,1
piqueno,,,2,1
piqui,,,36,1
piquia,,,2,1
piquinino,,,4,1
piquis,,,2,1
piquitinha,,,6,1
piquitudo,,,2,1
piquê,,,2,1
piquí,,,2,1
pir,,,2,1
pira,,,624,1
piraas,,,10,1
piracanjuba,,,2,1
piracicaba,,,4,1
pirada,,,56,1
piradae,,,4,1
piradagatinha,,,2,1
piradas,,,2,1
piradatá,,,4,1
piradinha,,,62,1
piradinho,,,4,1
piradissimo,,,2,1
pirado,,,76,1
piradomaluco,,,2,1
piradona,,,50,1
piradão,,,6,1
piradíssimo,,,2,1
piragueiro,,,10,1
piram,,,20,1
pirambeiros,,,2,1
piramides,,,2,1
piramonteiro,,,2,1
pirando,,,10,1
pirandome,,,2,1
pirandose,,,2,1
pirangi,,,6,1
piranginão,,,2,1
pirangueira,,,2,1
pirangueiro,,,18,1
piranha,,,102,1
piranhaa,,,2,1
piranhaarranquei,,,10,1
piranhanóis,,,4,1
piranhaquando,,,2,1
piranhas,,,12,1
piranhavoltei,,,2,1
piranji,,,2,1
piraolha,,,4,1
pirapatabatiba,,,2,1
pirapora,,,14,1
piraporia,,,2,1
pirar,,,200,1
pirarai,,,4,1
piraram,,,2,1
piraraté,,,4,1
pirarborá,,,2,1
pirardança,,,4,1
pirareu,,,2,1
pirarmaria,,,2,1
pirarnão,,,2,1
piraro,,,4,1
pirarquando,,,2,1
pirarucu,,,8,1
pirarucufui,,,2,1
pirarucuo,,,2,1
pirata,,,54,1
pirataria,,,12,1
piratas,,,2,1
piratear,,,12,1
pirateiro,,,28,1
pirateirocheguei,,,2,1
pirateiropirateiro,,,2,1
piratinhas,,,2,1
piratiñas,,,2,1
piratá,,,6,1
pirauá,,,4,1
piração,,,10,1
pircing,,,10,1
pirei,,,136,1
pireiestava,,,2,1
pireioh,,,2,1
pires,,,24,1
piri,,,656,1
piria,,,6,1
piriesse,,,2,1
pirigosa,,,4,1
pirigoso,,,4,1
piriguetando,,,2,1
piriguetar,,,6,1
piriguete,,,368,1
piriguetear,,,6,1
piriguetee,,,2,1
pirigueteex,,,2,1
pirigueteiro,,,18,1
piriguetejuntei,,,4,1
piriguetemas,,,2,1
piriguetepiri,,,2,1
piriguetes,,,86,1
piriguetesô,,,2,1
piriguetetrabalhar,,,2,1
pirigueteum,,,2,1
piriguetiar,,,4,1
piriguetá,,,2,1
pirigute,,,4,1
pirilampo,,,14,1
pirilampos,,,22,1
pirim,,,54,1
pirimpompom,,,206,1
pirimpompomremexendo,,,4,1
pirimé,,,2,1
piripaque,,,30,1
piripaqueeu,,,2,1
piripaquese,,,2,1
piripipipi,,,24,1
piripipom,,,38,1
piripiri,,,2,1
piripom,,,4,1
piripompom,,,12,1
piripá,,,4,1
piriquete,,,16,1
piriquita,,,48,1
piriquito,,,74,1
piriri,,,226,1
piririm,,,44,1
piriripiripipi,,,4,1
piriripiriri,,,2,1
piriripiti,,,8,1
piriripompom,,,28,1
piriririririm,,,16,1
piririum,,,2,1
piriuito,,,2,1
piro,,,92,1
piroca,,,44,1
pirocabanheiro,,,2,1
pirocadas,,,4,1
pirotecnia,,,2,1
pirou,,,352,1
pirouque,,,2,1
piroá,,,2,1
pirraia,,,6,1
pirralho,,,8,1
pirraça,,,230,1
pirraçando,,,4,1
pirraçapor,,,2,1
pirraçaseu,,,2,1
pirrita,,,6,1
pirritota,,,12,1
pirritotinho,,,2,1
pirritotinhotodo,,,2,1
piru,,,52,1
pirua,,,4,1
piruela,,,2,1
pirueta,,,20,1
piruetas,,,4,1
piruetasquem,,,4,1
pirulitinho,,,2,1
pirulito,,,144,1
pirulitofilha,,,2,1
pirulitu,,,10,1
piruminha,,,2,1
piruá,,,4,1
pirá,,,24,1
pirâmide,,,12,1
pirâmides,,,4,1
pirão,,,44,1
pirãoe,,,2,1
pirãooh,,,2,1
pirãozada,,,2,1
pirô,,,26,1
pis,,,4,1
pisa,,,986,1
pisaandar,,,2,1
pisaco,,,2,1
pisada,,,234,1
pisadacada,,,2,1
pisadajogada,,,2,1
pisadanão,,,2,1
pisadaque,,,2,1
pisadeus,,,2,1
pisadinha,,,728,1
pisadinhaa,,,2,1
pisadinhaabra,,,4,1
pisadinhaai,,,2,1
pisadinhadança,,,4,1
pisadinhaei,,,2,1
pisadinhana,,,22,1
pisadinhanão,,,10,1
pisadinhaolha,,,2,1
pisadinhapancadinha,,,2,1
pisadinhaquando,,,2,1
pisadinhavai,,,2,1
pisadinhavou,,,4,1
pisadinho,,,24,1
pisadininha,,,2,1
pisado,,,26,1
pisadão,,,8,1
pisam,,,8,1
pisame,,,2,1
pisamos,,,2,1
pisando,,,160,1
pisar,,,250,1
pisarah,,,2,1
pisaram,,,10,1
pisareu,,,2,1
pisarmais,,,2,1
pisarpisa,,,4,1
pisarpor,,,2,1
pisarquando,,,8,1
pisasse,,,2,1
pisava,,,44,1
pisavas,,,4,1
pisca,,,36,1
piscadinha,,,4,1
piscado,,,2,1
piscando,,,50,1
piscar,,,44,1
piscare,,,2,1
piscina,,,216,1
piscinao,,,8,1
piscinas,,,4,1
piscinase,,,2,1
piscinatodo,,,2,1
piscinatô,,,2,1
piscinaôlê,,,2,1
piscinaôlêlê,,,2,1
piscininha,,,14,1
piscinãoô,,,2,1
piscou,,,48,1
pise,,,46,1
pisei,,,134,1
piseiro,,,548,1
piseiroa,,,4,1
piseiroacertei,,,2,1
piseirochegando,,,2,1
piseirocheguei,,,4,1
piseirocomo,,,2,1
piseiroesse,,,4,1
piseiroeu,,,2,1
piseirohoje,,,4,1
piseironos,,,2,1
piseiroo,,,2,1
piseiropara,,,8,1
piseiroparedão,,,2,1
piseiropisa,,,2,1
piseiropode,,,2,1
piseiroque,,,4,1
piseiros,,,2,1
piseirotava,,,2,1
piseirouma,,,2,1
piseirovivendo,,,2,1
piseiroé,,,4,1
pisemo,,,2,1
piseriar,,,6,1
pises,,,12,1
pisiu,,,2,1
piso,,,94,1
pisonhado,,,2,1
pisoteado,,,2,1
pisoteia,,,2,1
pisoteiro,,,4,1
pisou,,,256,1
pispiando,,,2,1
pisque,,,4,1
pisquei,,,14,1
pissadinha,,,4,1
pissilone,,,20,1
pissuidoo,,,2,1
pista,,,700,1
pistaa,,,6,1
pistadei,,,2,1
pistafinal,,,6,1
pistamas,,,2,1
pistas,,,4,1
pistasou,,,4,1
pistilo,,,10,1
pistola,,,30,1
pistolaalecrim,,,2,1
pistolaem,,,2,1
pistolaeu,,,2,1
pistolala,,,2,1
pistolame,,,2,1
pistolaquando,,,4,1
pistolaquem,,,2,1
pistolatico,,,2,1
pistoleira,,,38,1
pistoleiradurou,,,2,1
pistoleiro,,,50,1
pistolim,,,2,1
pistolão,,,6,1
pistom,,,2,1
piston,,,4,1
pistãopra,,,2,1
pisão,,,2,1
pit,,,22,1
pitaco,,,2,1
pitada,,,42,1
pitando,,,6,1
pitanga,,,40,1
pitangui,,,2,1
pitbull,,,56,1
pitbulleu,,,6,1
pitbullpode,,,2,1
pitch,,,2,1
pitchi,,,6,1
pitchiisso,,,6,1
pitel,,,4,1
pitelzinho,,,30,1
piteuzinho,,,4,1
piti,,,2,1
pitigoitana,,,6,1
pitiguari,,,24,1
pitiguarimeu,,,4,1
pititinha,,,4,1
pitiú,,,20,1
pito,,,2,1
pitocarefrãodeixou,,,2,1
pitoco,,,32,1
pitocoganhei,,,2,1
pitomba,,,52,1
pitombao,,,2,1
pitombeira,,,22,1
pitombeiras,,,2,1
pits,,,2,1
pitstop,,,14,1
pitt,,,14,1
pitty,,,4,1
pitu,,,18,1
pituba,,,2,1
pity,,,2,1
pitácia,,,14,1
pitéuzinho,,,2,1
pitú,,,30,1
pitútiteco,,,2,1
piu,,,118,1
piui,,,38,1
piuiagora,,,2,1
piumeu,,,2,1
piupiu,,,2,1
piuí,,,56,1
pivelão,,,2,1
pivete,,,38,1
pivetes,,,4,1
pivô,,,12,1
pix,,,44,1
pixaim,,,4,1
pixar,,,4,1
pixei,,,4,1
pixinguinha,,,8,1
pixote,,,2,1
piya,,,2,1
piza,,,10,1
pizada,,,4,1
pizadinha,,,8,1
pizar,,,6,1
pizeiro,,,6,1
pizero,,,4,1
pizoi,,,2,1
pizunhado,,,6,1
pizunhadomaria,,,4,1
pizza,,,20,1
pizzaria,,,14,1
piá,,,2,1
piás,,,2,1
pião,,,228,1
piãoconta,,,2,1
piãozada,,,2,1
pió,,,36,1
pióra,,,2,1
piô,,,16,1
piões,,,2,1
più,,,6,1
pla,,,4,1
placa,,,72,1
placapor,,,2,1
placar,,,4,1
placareu,,,4,1
placas,,,4,1
place,,,18,1
placo,,,2,1
plagas,,,2,1
plak,,,4,1
plama,,,2,1
plana,,,4,1
planaltina,,,2,1
planalto,,,16,1
planando,,,4,1
planeja,,,2,1
planejado,,,6,1
planejamento,,,4,1
planejando,,,12,1
planejar,,,18,1
planejava,,,4,1
planejei,,,6,1
planejo,,,12,1
planejou,,,38,1
planejouerrou,,,2,1
planejounão,,,2,1
planeta,,,544,1
planetaeu,,,2,1
planetanão,,,4,1
planetaos,,,2,1
planetas,,,14,1
planetatem,,,4,1
planetinha,,,4,1
planetária,,,2,1
planetário,,,16,1
planfetos,,,8,1
plangente,,,22,1
planice,,,2,1
planned,,,2,1
plano,,,278,1
planos,,,714,1
planosagora,,,4,1
planosbarragem,,,2,1
planosdeixa,,,2,1
planose,,,2,1
planosera,,,2,1
planoseu,,,10,1
planosnesse,,,4,1
planosolha,,,2,1
planosquando,,,2,1
planossó,,,2,1
plant,,,2,1
planta,,,464,1
plantaa,,,2,1
plantacao,,,2,1
plantación,,,10,1
plantada,,,22,1
plantadinho,,,2,1
plantado,,,10,1
plantador,,,6,1
plantam,,,2,1
plantamos,,,12,1
plantando,,,44,1
plantaquem,,,2,1
plantar,,,252,1
plantara,,,2,1
plantaragora,,,2,1
plantaralgodão,,,2,1
plantaram,,,2,1
plantarei,,,2,1
plantareles,,,2,1
plantarsão,,,2,1
plantartá,,,2,1
plantas,,,56,1
plantaste,,,2,1
plantava,,,18,1
plantação,,,174,1
plantaçãoe,,,2,1
plantaçãoeu,,,4,1
plantaçãofelicidade,,,2,1
plantaçãojá,,,2,1
plantaçãomas,,,2,1
plantaçãomeu,,,2,1
plantaçãono,,,6,1
plantaçãoolha,,,4,1
plantaçãopor,,,2,1
plantaçãopra,,,2,1
plantaçãovenha,,,2,1
plantaçãoé,,,2,1
plantações,,,8,1
plante,,,44,1
plantei,,,194,1
planteimenestrel,,,2,1
planteinão,,,4,1
planteiquantas,,,2,1
plantel,,,2,1
plantinha,,,6,1
plantio,,,12,1
planto,,,58,1
plantos,,,2,1
plantou,,,198,1
plantoua,,,4,1
plantoucorre,,,2,1
plantoue,,,2,1
plantoulê,,,4,1
plantoupra,,,4,1
plantouquantas,,,2,1
plantousome,,,16,1
plantão,,,78,1
plantãochamou,,,2,1
plantãovocê,,,6,1
planície,,,6,1
planícies,,,6,1
plaque,,,2,1
plaquinha,,,30,1
plaquê,,,2,1
plasmar,,,2,1
plataforma,,,2,1
plateia,,,32,1
plateiaadia,,,4,1
plateiaanunciei,,,2,1
plateianão,,,6,1
plateiao,,,2,1
plateiasem,,,2,1
plateiaserá,,,2,1
platiadaeu,,,2,1
platinela,,,2,1
platonismo,,,4,1
platão,,,8,1
platéia,,,26,1
platéiaei,,,10,1
platéiarefrãoei,,,4,1
platéias,,,2,1
play,,,232,1
playa,,,6,1
playachopp,,,2,1
playback,,,2,1
playbas,,,2,1
playboizada,,,2,1
playboy,,,462,1
playboyna,,,4,1
playboys,,,24,1
playboytu,,,2,1
playboyzada,,,64,1
playboyzadaeu,,,4,1
playboyzin,,,6,1
playboyzinha,,,6,1
playboyzinho,,,40,1
playboyzinhojá,,,2,1
playboyzinhos,,,4,1
playboyzão,,,8,1
playbozada,,,8,1
playbriguei,,,2,1
player,,,4,1
playeu,,,6,1
playgirl,,,12,1
playing,,,4,1
playlist,,,14,1
plays,,,102,1
playsgut,,,2,1
playsme,,,2,1
playzim,,,12,1
playzinho,,,2,1
plaît,,,2,1
plead,,,2,1
please,,,50,1
pleaselet,,,2,1
pleasure,,,4,1
plebe,,,2,1
plebeu,,,16,1
plebeus,,,8,1
plebeuse,,,4,1
plena,,,242,1
plenamente,,,2,1
plenitude,,,20,1
pleno,,,134,1
plenos,,,4,1
plenário,,,2,1
pley,,,2,1
plic,,,22,1
plim,,,16,1
plis,,,4,1
ploc,,,172,1
plonge,,,2,1
plou,,,2,1
plug,,,4,1
pluga,,,2,1
plugado,,,4,1
pluma,,,10,1
plumagem,,,4,1
plumaperdido,,,2,1
plumas,,,4,1
plural,,,18,1
plus,,,14,1
plutao,,,4,1
pluto,,,4,1
plutão,,,20,1
plutãoaqui,,,2,1
ply,,,2,1
plá,,,14,1
plágio,,,6,1
plástco,,,2,1
plástica,,,10,1
plástico,,,14,1
pneu,,,48,1
pneuhum,,,8,1
pneus,,,12,1
pneuzinho,,,2,1
po,,,58,1
pobe,,,14,1
pobre,,,1454,1
pobrea,,,2,1
pobredo,,,2,1
pobrema,,,2,1
pobreo,,,2,1
pobreolha,,,4,1
pobres,,,66,1
pobresa,,,2,1
pobresaçudes,,,2,1
pobretchup,,,2,1
pobreteu,,,2,1
pobretão,,,10,1
pobreza,,,78,1
pobrezacarrega,,,2,1
pobrezamorro,,,2,1
pobrezano,,,2,1
pobrezaouco,,,2,1
pobrezinha,,,32,1
pobrezinho,,,48,1
pobrezinhos,,,6,1
poca,,,12,1
pocado,,,2,1
pocar,,,4,1
poceirinha,,,6,1
pochete,,,2,1
poco,,,14,1
poconé,,,2,1
pocotó,,,8,1
pocotósegure,,,4,1
poda,,,2,1
podar,,,2,1
pode,,,14940,1
podecom,,,2,1
podee,,,2,1
podeela,,,2,1
podeentar,,,2,1
podeesse,,,2,1
podeestão,,,2,1
podeeu,,,2,1
podefê,,,4,1
podeglamurosa,,,2,1
podeira,,,2,1
podeis,,,2,1
podem,,,306,1
podemos,,,232,1
podemquem,,,4,1
podendo,,,158,1
podendoe,,,4,1
podendovem,,,2,1
podepode,,,2,1
podequase,,,8,1
podequero,,,2,1
poder,,,3856,1
podera,,,4,1
poderar,,,4,1
poderboi,,,6,1
podercomo,,,2,1
poderda,,,4,1
poderei,,,62,1
poderemos,,,4,1
poderes,,,38,1
podereu,,,2,1
poderia,,,334,1
poderiam,,,6,1
poderiaser,,,4,1
poderminha,,,2,1
podermos,,,2,1
poderosa,,,132,1
poderosaempinada,,,2,1
poderosamente,,,2,1
poderosas,,,12,1
poderoso,,,56,1
poderosoa,,,2,1
poderosos,,,8,1
poderrefrão,,,2,1
poderreluzente,,,2,1
podertava,,,2,1
poderá,,,110,1
poderás,,,4,1
poderão,,,2,1
poderó,,,2,1
podes,,,56,1
podesonhar,,,4,1
podesse,,,42,1
podetá,,,6,1
podevou,,,2,1
podeê,,,4,1
podi,,,2,1
podia,,,738,1
podiaesse,,,2,1
podiam,,,22,1
podianão,,,2,1
podias,,,8,1
podiasabe,,,2,1
podiatinha,,,4,1
podre,,,10,1
podres,,,2,1
podridão,,,2,1
podtá,,,2,1
podêêêê,,,6,1
podíamos,,,2,1
poe,,,18,1
poeira,,,1492,1
poeiraa,,,2,1
poeirada,,,2,1
poeirae,,,2,1
poeirafilha,,,4,1
poeirameu,,,2,1
poeirao,,,4,1
poeirapegue,,,2,1
poeirapenso,,,2,1
poeiraquando,,,2,1
poeiraque,,,2,1
poeirar,,,6,1
poeiras,,,4,1
poeirasabores,,,2,1
poeirasapateia,,,2,1
poeiratá,,,2,1
poeirentas,,,2,1
poeirou,,,2,1
poeirão,,,136,1
poeirãoa,,,4,1
poeirãoeu,,,8,1
poeirãoquem,,,4,1
poeirãoquero,,,6,1
poeirãoé,,,2,1
poema,,,242,1
poemar,,,2,1
poemas,,,80,1
poemo,,,14,1
poenada,,,2,1
poente,,,18,1
poera,,,4,1
poeria,,,2,1
poesia,,,528,1
poesiacomo,,,8,1
poesiaconsigo,,,2,1
poesiafez,,,4,1
poesialinda,,,2,1
poesiameu,,,2,1
poesias,,,70,1
poesiaseria,,,2,1
poesiatá,,,4,1
poesiavaqueiro,,,2,1
poeta,,,350,1
poetas,,,32,1
poeteironão,,,4,1
poetisa,,,2,1
poh,,,2,1
poi,,,2,1
poia,,,2,1
point,,,62,1
pois,,,6172,1
poison,,,4,1
poisse,,,2,1
poizé,,,2,1
pokotó,,,14,1
polaca,,,4,1
polaco,,,2,1
polar,,,4,1
polarestá,,,2,1
polaronde,,,2,1
polca,,,32,1
polcas,,,2,1
pole,,,12,1
polegadas,,,16,1
polegar,,,8,1
poleiro,,,24,1
